name,time,time_left,last_online,last_update,init_DartMonkey,init_BoomerangMonkey,init_BombShooter,init_TackShooter,init_IceMonkey,init_GlueGunner,init_Desperado,init_SniperMonkey,init_MonkeySub,init_MonkeyBuccaneer,init_MonkeyAce,init_HeliPilot,init_MortarMonkey,init_DartlingGunner,init_WizardMonkey,init_SuperMonkey,init_NinjaMonkey,init_Alchemist,init_Druid,init_Mermonkey,init_BananaFarm,init_SpikeFactory,init_MonkeyVillage,init_EngineerMonkey,init_BeastHandler,init_Quincy,init_Gwendolin,init_StrikerJones,init_ObynGreenfoot,init_Silas,init_Benjamin,init_PatFusty,init_CaptainChurchill,init_Ezili,init_Rosalia,init_Etienne,init_Sauda,init_Adora,init_AdmiralBrickell,init_Psi,init_Geraldo,init_Corvus,init_gamecount,init_follower,DartMonkey,BoomerangMonkey,BombShooter,TackShooter,IceMonkey,GlueGunner,Desperado,SniperMonkey,MonkeySub,MonkeyBuccaneer,MonkeyAce,HeliPilot,MortarMonkey,DartlingGunner,WizardMonkey,SuperMonkey,NinjaMonkey,Alchemist,Druid,Mermonkey,BananaFarm,SpikeFactory,MonkeyVillage,EngineerMonkey,BeastHandler,Quincy,Gwendolin,StrikerJones,ObynGreenfoot,Silas,Benjamin,PatFusty,CaptainChurchill,Ezili,Rosalia,Etienne,Sauda,Adora,AdmiralBrickell,Psi,Geraldo,Corvus,gamecount,follower,url,pfp_url
subzeroo7,185817,119453000,17235678,,14839,11088,4000,5566,4644,3818,630,10215,9967,15180,5843,5184,1360,2240,10153,4959,9773,8296,14843,1363,34270,4083,8947,5550,2017,899,313,248,2030,134.0,3654,185,457,235,52,1455,1400,463,825,502,637,50,24238,116,23,6,68,53,431,13,5,20,240,369,103,4,3,0,10,1,51,21,13,982,108,42,20,11,0,0,0,1,0,0.0,20,0,0,0,0,0,0,0,200,0,0,0,406,0,https://data.ninjakiwi.com/btd6/users/9fbd46838b9ffbad1d178e435d25e1259a511fef9d17df3b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/340b3b9c7393fa0bf0ecd8c42cdd3258_ProfileAvatar44.png
888kesi,211300,48604000,19310253,,689,310,493,295,205,156,70,754,413,706,271,413,104,208,872,236,559,537,550,159,609,296,467,182,94,66,53,57,74,1.0,139,19,3,16,3,19,231,31,18,3,3,8,1561,0,0,1,1,0,4,1,0,2,0,3,0,0,0,0,3,1,0,3,2,0,7,0,5,0,0,3,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,https://data.ninjakiwi.com/btd6/users/9fbf11dadac2aff41c17de4b0c74e576980c1be89a41893f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/4d406ac8b5d3b1490b813296b824b7ef_ProfileAvatar41.png
Pleasant,211967,65043000,21102030,,5242,3878,1397,1871,1309,964,248,2519,1890,3684,2179,841,532,739,1713,1143,3323,2657,2198,889,7156,1799,3949,1784,927,476,193,149,602,15.0,425,93,56,74,26,109,686,264,126,179,82,22,6816,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fba15dad995f9f010168e1f5e72b570cf574bbfcc14d86b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/408a90f9079252e8d499fcd6a423481c_ProfileAvatar87.png
Li,21267,26969000,0,,415,284,297,182,88,9,25,112,320,972,2043,97,192,70,735,630,356,85,18,17,142,269,86,51,77,15,0,0,0,,0,0,0,0,0,0,0,510,2,1,0,0,1360,13,7,0,37,11,0,1,0,93,107,178,29,2,14,5,86,26,59,12,0,0,110,57,9,5,11,0,0,16,0,,0,0,0,0,0,0,0,7,0,0,0,0,113,36,https://data.ninjakiwi.com/btd6/users/9fb645ddd9c2fea54d4b874a5d70e475c9061bb49b13de69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/bd3f5ab674d61e4fdf5ecb48b19ddc9c_ProfileAvatar35.png
Player152735,208783,50895000,0,,3853,1726,2359,2342,1927,687,232,1482,2347,2140,1688,550,781,316,1920,1181,1821,2481,2634,265,3832,465,3177,825,60,146,326,177,413,8.0,738,65,269,76,76,193,419,39,54,50,104,5,6483,4,0,0,0,0,28,0,0,0,13,19,3,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,https://data.ninjakiwi.com/btd6/users/9ce941838a93adad4c11dd1f5f72e77f9e5249ed9711df6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
Pkfire64,187100,163442000,5129303,,23710,19798,14595,17656,15593,2513,1033,10256,10153,21770,11752,2525,5902,3805,13049,3329,10794,26597,16284,4779,22074,2143,12660,5426,1533,1107,3603,1144,1327,112.0,2414,824,1144,260,613,948,2559,154,951,528,616,168,27327,70,0,0,1,17,37,0,0,2,15,28,17,0,0,0,0,0,24,6,0,74,27,5,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,14,0,0,0,17,1,https://data.ninjakiwi.com/btd6/users/9cea1ed98c90abf71b11da4e5b77e7709f011cefc819893e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/8786323c7af885fd6d24da2291ce33fa_ProfileAvatar88.png
Mr.depressing,182283,173845000,5129303,,9134,2996,2817,1788,1939,759,127,3080,3864,5435,1545,892,493,865,1822,1227,2962,2516,3222,263,10878,2435,2620,938,284,477,286,188,455,23.0,1014,270,272,136,1,494,606,80,110,230,102,14,14513,8,5,2,7,0,125,0,1,3,146,112,27,0,1,0,1,1,0,3,0,545,0,0,1,0,0,0,3,0,0,1.0,0,0,0,0,0,0,0,0,99,0,1,0,215,2,https://data.ninjakiwi.com/btd6/users/9cea16d98dc3faac194b8b4b0a70e770995215ea9a448e3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/dde591f892378966311bee7369cf6d05_ProfileAvatar38.png
HeRo ',195233,68566000,0,,9957,5288,1719,4184,5450,2253,1349,2819,3367,11447,2442,965,1200,2090,3033,1150,2350,4085,3938,4391,11443,3416,7412,5486,966,190,540,180,373,313.0,643,185,178,102,298,198,557,92,236,65,663,18,13895,104,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,19,11,39,7,2,6,0,7,0,0,0,0,0.0,0,0,0,0,0,14,0,0,0,0,0,0,25,0,https://data.ninjakiwi.com/btd6/users/9fb8418bddc3f0f41d40864b0e22e072cf0119efcc428a69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/1712b765eb61a45b3c52d198f7df7b5f_ProfileAvatar64.png
Rinux_W,188250,119176000,19027035,,2210,885,853,549,404,444,188,1274,1054,1700,1054,310,151,377,674,453,1228,765,935,252,3936,496,998,320,176,209,25,13,121,3.0,257,15,12,0,0,46,338,37,56,24,40,6,4118,6,0,0,8,6,29,0,0,2,33,26,11,0,0,0,0,0,29,5,0,107,15,3,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,32,0,0,0,62,0,https://data.ninjakiwi.com/btd6/users/9fbc13dfdf91abf34913864a5d21b07098061de9cc438e6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/bead54d560eefd53a00bcb487a12ff96_ProfileAvatar81.png
Feryna,176483,160352000,17235678,,8061,4575,4801,9421,7517,2240,428,4384,3860,5662,3715,1425,3441,1718,4777,1170,3133,9657,7483,2034,3083,1930,4655,1530,758,617,2089,510,441,12.0,804,271,458,292,253,232,1288,250,447,301,168,66,19379,35,4,0,0,0,19,0,0,13,6,10,6,0,0,0,0,0,0,2,1,32,0,0,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,5,4,0,0,12,0,https://data.ninjakiwi.com/btd6/users/9cba1e898ac0ada54e42db4e5976e470c95149bc9619d86c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/753ef14cdff5367a771eba17a9e52f7c_ProfileAvatar83.png
DefconZ,204783,62056000,0,,9589,4066,2300,5165,3783,2010,1127,3404,1877,4224,2044,1089,590,1246,3151,1185,2003,3152,4651,2029,5478,3693,4393,2194,841,271,137,160,556,53.0,508,73,155,70,172,231,541,265,162,51,62,121,7917,0,0,0,0,146,32,0,0,0,6,8,3,0,0,15,26,0,0,0,56,39,0,11,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,6,0,0,0,10,0,https://data.ninjakiwi.com/btd6/users/9fb8108b8c94abf71a11881d097ab324cb074cba9712da3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/93899ad8b3667da7dad9a785fd827383_ProfileAvatar63.png
Horizon,211967,72666000,4557046,,48729,4760,1599,1926,2320,1519,370,30853,16854,10684,3999,4105,662,1087,5817,3107,5104,5663,38726,856,11341,13294,6134,3326,943,253,303,162,1869,88.0,1098,67,385,124,86,351,1413,232,94,665,295,88,39896,233,0,0,0,0,6,0,0,0,2,4,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,https://data.ninjakiwi.com/btd6/users/9fbb44ddd797f9f31d4487195626b3779a054bb59e18dd38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e02041c502508f551690933405cb548d_ProfileAvatar96.png
ContraryCork5,212050,74289000,1791777,,17609,5811,3320,3969,6780,1641,409,5272,7811,12185,4787,1111,2181,1486,6131,2097,3796,4112,6237,881,14087,1577,7482,1967,580,478,915,339,558,97.0,2289,114,153,231,582,440,1214,101,684,461,539,137,20051,7,0,0,0,0,5,0,0,0,5,7,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,https://data.ninjakiwi.com/btd6/users/9fbc108ada9fabf41a418f1e5a7ab277995019ba9943d869,https://static-api.nkstatic.com/appdocs/4/assets/opendata/8786323c7af885fd6d24da2291ce33fa_ProfileAvatar88.png
SummoNeith,212500,71213000,0,,1667,256,260,394,163,212,59,432,399,851,262,214,116,171,291,155,1672,1068,909,135,880,152,1031,241,100,61,34,15,184,,110,14,46,21,2,113,256,176,58,132,41,43,2022,0,10,0,0,60,6,3,2,7,21,11,32,0,1,1,3,0,60,27,0,10,96,51,9,5,0,3,0,2,0,,1,0,4,0,0,0,0,0,0,0,0,0,13,0,https://data.ninjakiwi.com/btd6/users/9fbe118edcc4ffa21b14861a0a27e576cb001abc96148e3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/9bc303571d618df5c942b015e66b0276_ProfileAvatar15.png
TealZebra3027,212667,53751000,22075522,,3750,2440,1580,3447,1725,829,248,1737,2179,4561,1798,1198,516,1141,2184,1006,2247,1852,1978,1572,3638,1879,2333,1202,834,198,239,87,62,20.0,951,24,121,178,101,60,719,65,73,53,44,15,5689,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb911d989c5fda610438e4c5e74b077ca501eed9d14d83e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/1644838b21ce3f4a2377c1fb11437f77_ProfileAvatar47.png
ValiantBadger34,212933,58905000,1791777,,4877,1776,948,2140,2306,1348,522,1161,1064,3569,1657,677,906,1028,1401,616,815,1331,1665,1865,2799,2415,2078,1450,388,110,306,169,258,31.0,294,23,97,61,234,189,464,79,105,59,111,2,6262,5,0,0,0,35,11,0,0,1,0,0,0,0,0,1,0,0,0,3,6,4,7,2,0,0,0,0,0,0,2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,https://data.ninjakiwi.com/btd6/users/9fb81f89ddc5aca249408b4a0e7bb221cd511cb9c8188e6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e3c677d5a970b17800555457972cd9f1_ProfileAvatar22.png
CentiGolden,181733,83297000,22364981,,1305,832,299,389,1416,196,142,774,371,1104,479,227,346,221,561,418,828,455,995,246,1854,223,790,173,14,81,34,31,71,11.0,194,0,0,9,316,2,47,3,1,1,36,10,1906,2,0,0,1,52,13,0,0,1,14,14,6,0,0,0,0,0,8,5,0,48,27,7,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,https://data.ninjakiwi.com/btd6/users/9fbd42dad8c7acf41116d94f597aef229e0749bc9e468d3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/575b098c6dc37457814e871dc0a8fbcb_ProfileAvatar09.png
mikplatzzzzzz,217650,51523000,22853913,,370,318,240,103,500,194,104,398,369,418,290,85,142,122,166,86,244,313,433,423,833,58,323,38,8,49,45,15,65,20.0,79,0,0,10,35,40,61,0,22,9,3,10,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb61fdedac3ffa11846da42097bb477cb571fbac814d86a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
DoDo Wong,218150,54547000,3543660,,989,815,652,920,656,391,120,436,451,771,507,289,361,495,709,592,493,552,726,765,1398,540,642,601,397,127,56,73,51,15.0,45,22,61,74,42,230,73,19,25,10,36,30,1461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb817d98bc4fff0111388490c7ae223ca554bbecf17d131,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
Calethon,218517,74681000,19310253,,668,228,271,143,289,238,126,716,614,281,336,311,43,61,364,230,672,550,231,82,605,176,502,114,40,94,11,64,74,10.0,144,18,37,5,2,382,36,9,11,56,12,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ce942ddd9c7acf74c45864a0c22e77f9f0d1bb99c438a39,https://static-api.nkstatic.com/appdocs/4/assets/opendata/d6cbcbc89ed008cc221ff62a58197b47_ProfileAvatar102.png
BigSplash,218767,49479000,1791777,,13463,6442,3178,4072,5964,2075,955,11364,6567,12720,6136,5876,5826,2838,5870,2952,4797,4429,6103,1763,9487,2618,4998,1993,936,1987,1065,1258,1598,139.0,3081,734,1126,430,417,3306,1384,507,626,1028,168,141,34691,7,5,0,0,0,1,0,0,4,1,12,3,0,0,0,0,0,0,2,10,2,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,https://data.ninjakiwi.com/btd6/users/9cec1fd9d8c3fda31f118d495c71e273c80715bf98148e69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/4f4e181a56ff01af1cfd934d2d8da55d_ProfileAvatar90.png
ClericDelWoods,219900,64263000,0,,11884,7009,2347,2885,3037,1447,265,5668,7204,8542,5032,1352,815,990,4771,1695,7094,7641,7628,698,17546,2106,8052,2130,719,1370,426,210,708,45.0,1698,158,168,51,60,590,1718,399,227,210,265,32,13203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd43dedf94f9a2181386425e76e423ca0d1abdc8158d3b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/dde591f892378966311bee7369cf6d05_ProfileAvatar38.png
slunaui,220350,65225000,21102030,,955,299,263,210,476,215,87,414,712,357,209,116,80,53,290,118,380,628,167,113,347,161,476,126,54,62,48,9,68,2.0,175,39,15,25,11,76,67,0,39,24,0,0,2274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ce94282dd96f9a14b11dd435a71e77ecc564be998178d6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/3e64627d5149f478416ad299581ea3b6_ProfileAvatar76.png
Player,222233,82275000,0,,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb6448d8cc0f1f44910874c5f76e6239f501cb9c8168a3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
mrsm04,223933,59525000,12785889,,1288,478,399,557,341,209,54,388,703,605,260,229,193,197,509,320,389,375,400,265,1434,267,669,232,91,232,20,50,90,9.0,188,12,72,1,6,116,60,29,44,2,8,3,3226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ce942df8d9faff01e13871f5b7be77ec8054be99b458969,https://static-api.nkstatic.com/appdocs/4/assets/opendata/c1967adc6df2da4f101ef3112206484a_ProfileAvatar16.png
MonarchTerror,223983,55717000,12785889,,6877,7200,2337,2724,1763,1231,95,3425,2462,8016,4778,929,623,875,3488,2024,5429,5425,3817,546,14836,1537,6117,2719,432,401,1438,157,313,11.0,1531,195,96,74,20,168,830,72,103,141,143,43,13407,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd43dfdd96fdf74d138f4c0c70e726cd551fef9a44dd39,https://static-api.nkstatic.com/appdocs/4/assets/opendata/93d81a4add1d811365787291c8246ad9_ProfileAvatar36.png
Nofsog,225183,33056000,0,,11191,9362,2640,2569,3043,1330,72,3334,2358,9048,4360,1133,684,983,2814,2263,9473,4709,5613,321,17622,1403,5247,2829,470,307,414,181,467,8.0,716,116,106,73,48,101,359,170,99,104,268,30,8833,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbf17d8db97f8a51d4088425b7ae474995519ea9716d03a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ba07ae7b394cd4fa9fc329a100505d5b_ProfileAvatar51.png
Cevinex,171133,133070000,16233666,,510,230,143,180,104,51,29,168,179,233,140,202,64,71,179,138,294,166,161,48,449,102,193,117,32,35,26,2,49,3.0,17,39,14,16,1,58,71,0,2,0,9,1,655,1,9,7,19,6,23,0,0,4,12,19,16,0,0,3,0,0,1,1,0,60,0,5,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,12,0,12,0,0,0,31,0,https://data.ninjakiwi.com/btd6/users/9fb9428ed693afa54e478c490a74ef7e9e064eb8cb18dd69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
JohnBearSan,226850,43534000,10020620,,2987,1876,772,891,1128,594,574,1737,888,1528,1278,387,224,298,556,438,881,1124,1590,539,2371,1191,1589,476,173,121,126,93,244,74.0,382,34,64,42,51,125,372,33,42,98,29,9,3193,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb714da8a9ef0a31f4b8f1d5920b47ec95115e99a418a3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f3752d5059750b24dcb6b5a14068f6ef_ProfileAvatar103.png
Grifo,227467,46482000,0,,3547,1457,1058,943,938,404,123,1655,1348,1916,655,477,267,446,1781,837,1378,1917,1666,247,2850,1102,1813,483,118,81,263,67,150,3.0,1553,28,20,9,4,337,127,51,43,7,57,0,4595,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbf4383d694faad4a4088190921e076c8561feaca108c3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ab4e2441cc228cff13033032e2f737d8_ProfileAvatar46.png
Dasrat,227683,81444000,10020620,,765,454,284,267,241,150,12,223,299,711,218,134,212,155,341,207,313,278,205,97,695,306,296,143,87,100,80,18,15,7.0,24,5,6,3,4,153,167,0,15,20,1,1,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe14dedbc4acf64a40dc185876e576cb0218bf9e12d96d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/12f4eb70e67e103d6de7fe3aa725ee20_ProfileAvatar61.png
TamienAirlines,228350,46089000,10020620,,505,292,77,86,101,84,47,238,38,311,66,53,2,36,142,37,319,123,182,60,251,86,205,51,5,16,2,6,73,,50,0,0,2,0,0,82,0,6,3,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb6108dd9c3fba24c16dc4e0d73b223c4521abf9746d13e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
Basalo,228783,57223000,0,,839,942,283,211,336,166,130,435,268,437,155,280,155,42,424,331,651,245,752,168,906,436,406,157,62,104,13,52,35,,59,12,0,0,2,282,148,0,0,0,1,0,994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb61fdddb95f0f61f10db4a0e25b723c5024ee99b45d831,https://static-api.nkstatic.com/appdocs/4/assets/opendata/0e2c86d4eb30133fbbca5f695ac80f9f_ProfileAvatar08.png
Cayditty99,188417,166037000,0,,653,319,169,164,376,60,31,168,235,484,77,62,32,44,334,57,338,76,261,227,620,190,329,91,1,173,0,9,13,22.0,138,0,0,0,1,1,9,0,31,0,1,0,673,0,0,0,0,0,21,0,0,0,27,26,3,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,24,0,0,0,58,0,https://data.ninjakiwi.com/btd6/users/9fb91589dd9ef1a14c44864f0d20b274c55619ea9f45d86a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/9b884714fa55b339ae9f6e796bffff99_ProfileAvatar31.png
Battery,190883,100428000,4556626,,785,430,214,308,448,56,98,558,555,1039,346,20,115,79,256,550,505,494,549,322,1790,133,908,123,33,2,48,1,61,30.0,218,5,13,35,1,8,5,37,19,87,0,0,1099,2,0,0,0,0,72,0,0,0,40,64,27,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,51,0,0,0,74,0,https://data.ninjakiwi.com/btd6/users/9fbc4182d7c2a8f049458c4f5872e272cf0015b8cf16d83b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
UltimateDuck,204233,52424000,2765269,,871,423,419,531,528,278,232,342,391,367,178,171,187,239,499,6063,534,593,406,374,1961,348,894,733,226,141,68,45,63,22.0,93,60,85,463,23,18,352,353,18,43,69,57,2209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://data.ninjakiwi.com/btd6/users/9fb941de8d96aaa34e1487485774e4769a521bbeca13de6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/86d7452f3b29f1526e655fdf77095185_ProfileAvatar59.png
OrangeRhino4930,212067,80737000,1791777,,3235,1832,1309,1504,746,349,394,2610,1113,2096,1177,929,539,528,1965,864,1905,826,1283,1684,1097,586,651,500,160,698,333,180,104,33.0,408,38,47,30,127,60,486,45,147,103,23,16,4923,0,0,0,0,0,0,0,0,0,10,16,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,https://data.ninjakiwi.com/btd6/users/9fb911d98a90f8f11a4a8a4d0a70b371cc061eef99448e6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/be99bb17f8ab6d4953edcfcb2c6e7e0c_ProfileAvatar48.png
FencimX,221017,73964000,1791777,,1643,353,567,498,259,249,68,612,1101,682,310,221,145,196,329,343,753,487,288,149,1853,499,787,282,84,16,19,38,67,1.0,219,108,3,10,0,1,112,56,27,0,19,0,4241,4,1,0,7,13,0,0,0,1,13,1,0,0,0,0,0,0,8,6,0,0,11,3,0,0,0,0,0,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,https://data.ninjakiwi.com/btd6/users/9fbf178cdf9efba31b10d91d5d26e376c9011aee9712dc38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
Miku,222483,83108000,0,,2506,1485,472,1304,678,1594,221,2968,1206,2963,1351,856,350,289,1528,1361,683,2724,3472,540,2733,1575,1655,1134,814,143,140,96,498,79.0,299,16,20,77,21,1894,559,75,92,102,105,133,6976,1,0,1,0,2,4,8,0,10,3,11,3,0,0,0,0,0,0,7,7,12,1,20,2,3,0,0,0,0,0,0.0,0,0,0,0,0,8,0,0,2,0,0,0,17,0,https://data.ninjakiwi.com/btd6/users/9fba13dadd93aba14c118c485b71b375ca071dee9619d03b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/6449232064814cb0ab3a695f10f67244_ProfileAvatar92.png
MasterMarius22,222650,55217000,21102030,,819,418,119,148,228,89,172,359,378,660,118,127,85,143,609,94,411,96,479,206,727,72,362,75,80,258,15,18,105,,33,11,0,17,1,152,110,6,40,63,12,10,2135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fba1f8e8b90f0a31017891d5e26b5779e031fee9d198b6a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
Tokageroz,224750,43700000,0,,22968,10201,4455,8021,4134,2814,827,10162,6858,23466,5417,4225,2368,3902,6091,3915,11968,11608,7093,2926,39954,7823,20024,7590,2030,577,321,237,689,91.0,1073,102,1028,150,137,2552,3057,515,504,594,315,8,19762,6,0,0,2,82,15,0,0,37,20,25,0,0,0,2,12,1,36,16,9,0,106,39,23,13,0,0,0,2,0,0.0,0,0,1,4,0,1,4,0,0,1,0,0,14,0,https://data.ninjakiwi.com/btd6/users/9fbb438c89c4faad1d168b185a74e4739d0748bb97188d39,https://static-api.nkstatic.com/appdocs/4/assets/opendata/9bc303571d618df5c942b015e66b0276_ProfileAvatar15.png
